YahooSymbol,Code,Company,Sector,is_reit
RTR.AX,RTR,RUMBLE RESOURCES LIMITED,Materials,False
RYM.AX,RYM,RYMAN HEALTHCARE LIMITED,Health Care Equipment & Services,False
S2R.AX,S2R,S2 RESOURCES LTD,Materials,False
SBR.AX,SBR,SABRE RESOURCES LIMITED,Materials,False
SRH.AX,SRH,SAFEROADS HOLDINGS LIMITED,Transportation,False
SAN.AX,SAN,SAGALIO ENERGY LIMITED,Energy,False
SLD.AX,SLD,"SALUDA MEDICAL, INC.",Health Care Equipment & Services,False
SFR.AX,SFR,SANDFIRE RESOURCES LIMITED,Materials,False
SFM.AX,SFM,SANTA FE MINERALS LTD,Materials,False
SMI.AX,SMI,SANTANA MINERALS LIMITED,Materials,False
STO.AX,STO,SANTOS LIMITED,Energy,False
SRR.AX,SRR,SARAMA RESOURCES LTD,Materials,False
SGA.AX,SGA,SARYTOGAN GRAPHITE LIMITED,Materials,False
STN.AX,STN,SATURN METALS LIMITED,Materials,False
SND.AX,SND,SAUNDERS INTERNATIONAL LIMITED,Capital Goods,False
SVG.AX,SVG,SAVANNAH GOLDFIELDS LIMITED,Materials,False
SCP.AX,SCP,SCALARE PARTNERS HOLDINGS LIMITED,Financial Services,False
SFC.AX,SFC,SCHAFFER CORPORATION LIMITED,Automobiles & Components,False
SDV.AX,SDV,SCIDEV LTD,Materials,False
SCN.AX,SCN,SCORPION MINERALS LIMITED,Materials,False
SCT.AX,SCT,SCOUT SECURITY LIMITED,Consumer Services,False
SDI.AX,SDI,SDI LIMITED,Health Care Equipment & Services,False
SEA.AX,SEA,SEA FOREST LIMITED,"Food, Beverage & Tobacco",False
SFG.AX,SFG,SEAFARMS GROUP LIMITED,"Food, Beverage & Tobacco",False
SN8.AX,SN8,SECURELINK NETWORKS LIMITED,Software & Services,False
SEK.AX,SEK,SEEK LIMITED,Media & Entertainment,False
SHV.AX,SHV,SELECT HARVESTS LIMITED,"Food, Beverage & Tobacco",False
SEN.AX,SEN,SENETAS CORPORATION LIMITED,Technology Hardware & Equipment,False
SNS.AX,SNS,SENSEN NETWORKS LIMITED,Software & Services,False
SNM.AX,SNM,SENTINEL METALS LIMITED,Materials,False
SEQ.AX,SEQ,SEQUOIA FINANCIAL GROUP LTD,Financial Services,False
SKO.AX,SKO,SERKO LIMITED,Software & Services,False
SRV.AX,SRV,SERVCORP LIMITED,Real Estate Management & Development,False
SSM.AX,SSM,SERVICE STREAM LIMITED,Capital Goods,False
SGH.AX,SGH,SGH LIMITED,Capital Goods,False
SHA.AX,SHA,SHAPE AUSTRALIA CORPORATION LIMITED,Capital Goods,False
SSG.AX,SSG,SHAVER SHOP GROUP LIMITED,Consumer Discretionary Distribution & Retail,False
SFX.AX,SFX,SHEFFIELD RESOURCES LIMITED,Materials,False
SHJ.AX,SHJ,SHINE JUSTICE LTD,Consumer Services,False
SHM.AX,SHM,SHRIRO HOLDINGS LIMITED,Consumer Durables & Apparel,False
SNX.AX,SNX,SIERRA NEVADA GOLD INC.,Materials,False
SSL.AX,SSL,SIETEL LIMITED,Real Estate Management & Development,False
SIG.AX,SIG,SIGMA HEALTHCARE LIMITED,Health Care Equipment & Services,False
SLX.AX,SLX,SILEX SYSTEMS LIMITED,Capital Goods,False
SVL.AX,SVL,SILVER MINES LIMITED,Materials,False
SIS.AX,SIS,SIMBLE SOLUTIONS LIMITED,Software & Services,False
SIO.AX,SIO,SIMONDS GROUP LIMITED,Consumer Durables & Apparel,False
SGM.AX,SGM,SIMS LIMITED,Materials,False
SHG.AX,SHG,SINGULAR HEALTH GROUP LTD,Health Care Equipment & Services,False
SNG.AX,SNG,SIREN GOLD LIMITED,Materials,False
SDR.AX,SDR,SITEMINDER LIMITED,Software & Services,False
SIV.AX,SIV,SIV CAPITAL LIMITED,Capital Goods,False
SKN.AX,SKN,SKIN ELEMENTS LIMITED,Household & Personal Products,False
SKS.AX,SKS,SKS TECHNOLOGIES GROUP LIMITED,Capital Goods,False
SKY.AX,SKY,SKY METALS LIMITED,Materials,False
SKT.AX,SKT,SKY NETWORK TELEVISION LIMITED.,Media & Entertainment,False
SKC.AX,SKC,SKYCITY ENTERTAINMENT GROUP LIMITED,Consumer Services,False
SKM.AX,SKM,SKYLARK MINERALS LIMITED,Materials,False
SPZ.AX,SPZ,SMART PARKING LIMITED,Commercial & Professional Services,False
SIQ.AX,SIQ,SMARTGROUP CORPORATION LTD,Commercial & Professional Services,False
SOC.AX,SOC,SOCO CORPORATION LTD,Software & Services,False
SLA.AX,SLA,SOLARA MINERALS LTD,Materials,False
SLM.AX,SLM,SOLIS MINERALS LIMITED,Materials,False
SLS.AX,SLS,SOLSTICE MINERALS LIMITED,Materials,False
SVR.AX,SVR,SOLVAR LIMITED,Financial Services,False
SMM.AX,SMM,SOMERSET MINERALS LIMITED,Materials,False
SOM.AX,SOM,SOMNOMED LIMITED,Health Care Equipment & Services,False
SHL.AX,SHL,SONIC HEALTHCARE LIMITED,Health Care Equipment & Services,False
SHP.AX,SHP,SOUTH HARZ POTASH LTD,Materials,False
S32.AX,S32,SOUTH32 LIMITED,Materials,False
SXE.AX,SXE,SOUTHERN CROSS ELECTRICAL ENGINEERING LTD,Capital Goods,False
SX2.AX,SX2,SOUTHERN CROSS GOLD CONSOLIDATED LTD.,Materials,False
SXL.AX,SXL,SOUTHERN CROSS MEDIA GROUP LIMITED,Media & Entertainment,False
SUH.AX,SUH,SOUTHERN HEMISPHERE MINING LIMITED,Materials,False
SPD.AX,SPD,SOUTHERN PALLADIUM LIMITED,Materials,False
SVM.AX,SVM,SOVEREIGN METALS LIMITED,Materials,False
SPA.AX,SPA,SPACETALK LTD,Software & Services,False
SPN.AX,SPN,SPARC TECHNOLOGIES LIMITED,Materials,False
SPK.AX,SPK,SPARK NEW ZEALAND LIMITED,Telecommunication Services,False
SPG.AX,SPG,SPC GLOBAL HOLDINGS LTD,"Food, Beverage & Tobacco",False
SP3.AX,SP3,SPECTUR LIMITED,Technology Hardware & Equipment,False
SPX.AX,SPX,SPENDA LIMITED,Software & Services,False
SEG.AX,SEG,SPORTS ENTERTAINMENT GROUP LIMITED,Media & Entertainment,False
SHO.AX,SHO,SPORTSHERO LIMITED,Media & Entertainment,False
SIX.AX,SIX,SPRINTEX LIMITED,Automobiles & Components,False
SQX.AX,SQX,SQX RESOURCES LIMITED,Materials,False
SRG.AX,SRG,SRG GLOBAL LIMITED,Capital Goods,False
SRJ.AX,SRJ,SRJ TECHNOLOGIES GROUP PLC,Energy,False
SSH.AX,SSH,SSH GROUP LTD,Energy,False
SBM.AX,SBM,ST BARBARA LIMITED,Materials,False
SGQ.AX,SGQ,ST GEORGE MINING LIMITED,Materials,False
SKK.AX,SKK,STAKK LIMITED,Telecommunication Services,False
SMR.AX,SMR,STANMORE RESOURCES LIMITED,Materials,False
S66.AX,S66,STAR COMBO PHARMA LIMITED,Household & Personal Products,False
SMS.AX,SMS,STAR MINERALS LIMITED,Materials,False
SPL.AX,SPL,STARPHARMA HOLDINGS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",False
GAS.AX,GAS,STATE GAS LIMITED,Energy,False
SVY.AX,SVY,STAVELY MINERALS LIMITED,Materials,False
SDF.AX,SDF,STEADFAST GROUP LIMITED,Insurance,False
SGI.AX,SGI,STEALTH GROUP HOLDINGS LTD,Capital Goods,False
SST.AX,SST,STEAMSHIPS TRADING COMPANY LIMITED,Capital Goods,False
SLB.AX,SLB,STELAR METALS LIMITED,Materials,False
SRZ.AX,SRZ,STELLAR RESOURCES LIMITED,Materials,False
STP.AX,STP,STEP ONE CLOTHING LIMITED,Consumer Discretionary Distribution & Retail,False
STH.AX,STH,STEPCHANGE HOLDINGS LIMITED,Software & Services,False
SHE.AX,SHE,STONEHORSE ENERGY LIMITED,Energy,False
STG.AX,STG,STRAKER LIMITED,Media & Entertainment,False
SRT.AX,SRT,STRATA INVESTMENT HOLDINGS PLC,Materials,False
SMX.AX,SMX,STRATA MINERALS LIMITED.,Materials,False
SOR.AX,SOR,STRATEGIC ELEMENTS LIMITED,Financial Services,False
SER.AX,SER,STRATEGIC ENERGY RESOURCES LIMITED,Materials,False
SP8.AX,SP8,STREAMPLAY STUDIO LIMITED,Media & Entertainment,False
STK.AX,STK,STRICKLAND METALS LIMITED,Materials,False
STX.AX,STX,STRIKE ENERGY LIMITED,Energy,False
SRK.AX,SRK,STRIKE RESOURCES LIMITED,Materials,False
SMN.AX,SMN,STRUCTURAL MONITORING SYSTEMS PLC,Technology Hardware & Equipment,False
SLZ.AX,SLZ,SULTAN RESOURCES LTD,Materials,False
SNZ.AX,SNZ,SUMMERSET GROUP HOLDINGS LIMITED,Health Care Equipment & Services,False
SUM.AX,SUM,SUMMIT MINERALS LIMITED,Materials,False
SS1.AX,SS1,SUN SILVER LIMITED,Materials,False
SUN.AX,SUN,SUNCORP GROUP LIMITED,Insurance,False
SRL.AX,SRL,SUNRISE ENERGY METALS LIMITED,Materials,False
SHN.AX,SHN,SUNSHINE METALS LIMITED,Materials,False
STM.AX,STM,SUNSTONE METALS LTD,Materials,False
SUL.AX,SUL,SUPER RETAIL GROUP LIMITED,Consumer Discretionary Distribution & Retail,False
SPQ.AX,SPQ,SUPERIOR RESOURCES LIMITED,Materials,False
SLC.AX,SLC,SUPERLOOP LIMITED,Telecommunication Services,False
SNL.AX,SNL,SUPPLY NETWORK LIMITED,Consumer Discretionary Distribution & Retail,False
SRN.AX,SRN,SUREFIRE RESOURCES NL,Materials,False
STV.AX,STV,SWIFT TV LTD,Media & Entertainment,False
SWP.AX,SWP,SWOOP HOLDINGS LIMITED,Telecommunication Services,False
SYL.AX,SYL,SYMAL GROUP LIMITED,Capital Goods,False
SOP.AX,SOP,SYNERTEC CORPORATION LIMITED,Commercial & Professional Services,False
SM1.AX,SM1,SYNLAIT MILK LIMITED,"Food, Beverage & Tobacco",False
SNT.AX,SNT,SYNTARA LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",False
SYR.AX,SYR,SYRAH RESOURCES LIMITED,Materials,False
TAH.AX,TAH,TABCORP HOLDINGS LIMITED,Consumer Services,False
T88.AX,T88,TAITON RESOURCES LIMITED,Materials,False
TLG.AX,TLG,TALGA GROUP LTD,Materials,False
TD1.AX,TD1,TALI DIGITAL LIMITED,Health Care Equipment & Services,False
TR2.AX,TR2,TALI RESOURCES LTD,Materials,False
TLM.AX,TLM,TALISMAN MINING LIMITED,Materials,False
TAL.AX,TAL,TALIUS GROUP LIMITED,Software & Services,False
TXR.AX,TXR,TALONX RESOURCES LIMITED,Materials,False
TWD.AX,TWD,TAMAWOOD LIMITED,Consumer Durables & Apparel,False
TBN.AX,TBN,TAMBORAN RESOURCES CORPORATION,Energy,False
TMB.AX,TMB,TAMBOURAH METALS LTD,Materials,False
TAM.AX,TAM,TANAMI GOLD NL,Materials,False
TR8.AX,TR8,TARRINA RESOURCES LIMITED,Consumer Staples Distribution & Retail,False
TAT.AX,TAT,TARTANA MINERALS LIMITED,Materials,False
TAR.AX,TAR,TARUGA MINERALS LIMITED,Materials,False
TFL.AX,TFL,TASFOODS LIMITED,"Food, Beverage & Tobacco",False
TAS.AX,TAS,TASMAN RESOURCES LTD,Materials,False
TEA.AX,TEA,TASMEA LIMITED,Capital Goods,False
TIP.AX,TIP,TEAMINVEST PRIVATE GROUP LIMITED,Financial Services,False
TG1.AX,TG1,TECHGEN METALS LTD,Materials,False
TNE.AX,TNE,TECHNOLOGY ONE LIMITED,Software & Services,False
TLX.AX,TLX,TELIX PHARMACEUTICALS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",False
TLS.AX,TLS,TELSTRA GROUP LIMITED,Telecommunication Services,False
TIO.AX,TIO,TEMAS RESOURCES CORP.,Materials,False
TEM.AX,TEM,TEMPEST MINERALS LIMITED,Materials,False
TPW.AX,TPW,TEMPLE & WEBSTER GROUP LTD,Consumer Discretionary Distribution & Retail,False
TMS.AX,TMS,TENNANT MINERALS LIMITED,Materials,False
T92.AX,T92,TERRA CRITICAL MINERALS LIMITED,Energy,False
TM1.AX,TM1,TERRA METALS LIMITED,Energy,False
TER.AX,TER,TERRACOM LIMITED,Energy,False
TGH.AX,TGH,TERRAGEN HOLDINGS LIMITED,Materials,False
TMX.AX,TMX,TERRAIN MINERALS LIMITED,Materials,False
TZN.AX,TZN,TERRAMIN AUSTRALIA LIMITED.,Materials,False
TSO.AX,TSO,TESORO GOLD LTD,Materials,False
TTX.AX,TTX,TETRATHERIX LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",False
TG6.AX,TG6,TG METALS LIMITED,Materials,False
A2M.AX,A2M,THE A2 MILK COMPANY LIMITED,"Food, Beverage & Tobacco",False
AU1.AX,AU1,THE AGENCY GROUP AUSTRALIA LTD,Real Estate Management & Development,False
WAG.AX,WAG,THE AUSTRALIAN WEALTH ADVISORS GROUP LIMITED,Financial Services,False
CCO.AX,CCO,THE CALMER CO INTERNATIONAL LIMITED,Household & Personal Products,False
HPC.AX,HPC,THE HYDRATION PHARMACEUTICALS COMPANY LIMITED,Household & Personal Products,False
TLC.AX,TLC,THE LOTTERY CORPORATION LIMITED,Consumer Services,False
SGR.AX,SGR,THE STAR ENTERTAINMENT GROUP LIMITED,Consumer Services,False
TGM.AX,TGM,THETA GOLD MINES LIMITED,Materials,False
THR.AX,THR,THOR ENERGY PLC,Materials,False
1TT.AX,1TT,THRIVE TRIBE TECHNOLOGIES LIMITED,Software & Services,False
TIA.AX,TIA,TIAN AN AUSTRALIA LIMITED,Real Estate Management & Development,False
TIG.AX,TIG,TIGERS REALM COAL LIMITED,Materials,False
TML.AX,TML,TIMAH RESOURCES LIMITED,Utilities,False
TNY.AX,TNY,TINYBEANS GROUP LTD,Media & Entertainment,False
TRP.AX,TRP,TISSUE REPAIR LTD,"Pharmaceuticals, Biotechnology & Life Sciences",False
TTM.AX,TTM,TITAN MINERALS LIMITED,Materials,False
TSL.AX,TSL,TITANIUM SANDS LIMITED,Materials,False
TTT.AX,TTT,TITOMIC LIMITED,Materials,False
TVN.AX,TVN,TIVAN LIMITED,Materials,False
TOU.AX,TOU,TLOU ENERGY LIMITED,Energy,False
TMK.AX,TMK,TMK ENERGY LIMITED,Energy,False
TOK.AX,TOK,TOLU MINERALS LIMITED.,Materials,False
TEE.AX,TEE,TOP END ENERGY LIMITED,Energy,False
TOE.AX,TOE,TORO ENERGY LIMITED,Energy,False
TOR.AX,TOR,TORQUE METALS LIMITED..,Materials,False
TRE.AX,TRE,TOUBANI RESOURCES LIMITED,Materials,False
TVL.AX,TVL,TOUCH VENTURES LIMITED,Financial Services,False
THL.AX,THL,TOURISM HOLDINGS RENTALS LIMITED,Transportation,False
TWR.AX,TWR,TOWER LIMITED,Insurance,False
TPC.AX,TPC,TPC CONSOLIDATED LIMITED,Utilities,False
TPG.AX,TPG,TPG TELECOM LIMITED.,Telecommunication Services,False
TRJ.AX,TRJ,TRAJAN GROUP HOLDINGS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",False
TCO.AX,TCO,TRANSMETRO CORPORATION LIMITED,Consumer Services,False
TCL.AX,TCL,TRANSURBAN GROUP,Transportation,False
TWE.AX,TWE,TREASURY WINE ESTATES LIMITED,"Food, Beverage & Tobacco",False
TKM.AX,TKM,TREK METALS LIMITED,Materials,False
TEG.AX,TEG,TRIANGLE ENERGY (GLOBAL) LIMITED,Energy,False
TBR.AX,TBR,TRIBUNE RESOURCES LIMITED,Materials,False
TON.AX,TON,TRITON MINERALS LTD,Materials,False
TRI.AX,TRI,TRIVARX LTD,Health Care Equipment & Services,False
TNC.AX,TNC,TRUE NORTH COPPER LIMITED,Materials,False
TRM.AX,TRM,TRUSCOTT MINING CORPORATION LIMITED,Materials,False
TRU.AX,TRU,TRUSCREEN GROUP LIMITED,Health Care Equipment & Services,False
TUA.AX,TUA,TUAS LIMITED,Telecommunication Services,False
TGN.AX,TGN,TUNGSTEN MINING NL,Materials,False
TCG.AX,TCG,TURACO GOLD LIMITED,Materials,False
TRA.AX,TRA,TURNERS AUTOMOTIVE GROUP LIMITED,Consumer Discretionary Distribution & Retail,False
TSK.AX,TSK,TUSKER MINERALS LTD,Materials,False
TYX.AX,TYX,TYRANNA RESOURCES LIMITED,Materials,False
TYR.AX,TYR,TYRO PAYMENTS LIMITED,Financial Services,False
TZL.AX,TZL,TZ LIMITED,Technology Hardware & Equipment,False
USL.AX,USL,UNICO SILVER LIMITED,Materials,False
UOS.AX,UOS,UNITED OVERSEAS AUSTRALIA LIMITED,Real Estate Management & Development,False
UNT.AX,UNT,UNITH LTD,Media & Entertainment,False
UM1.AX,UM1,UNITY METALS LIMITED,Materials,False
UBI.AX,UBI,UNIVERSAL BIOSENSORS INC.,Health Care Equipment & Services,False
UNI.AX,UNI,UNIVERSAL STORE HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,False
UBN.AX,UBN,URBANISE.COM LIMITED,Software & Services,False
USC.AX,USC,US1 CRITICAL MINERALS LIMITED,Materials,False
UCM.AX,UCM,USCOM LIMITED,Health Care Equipment & Services,False
VR8.AX,VR8,VANADIUM RESOURCES LIMITED,Materials,False
VAR.AX,VAR,VARISCAN MINES LIMITED,Materials,False
VAU.AX,VAU,VAULT MINERALS LIMITED,Materials,False
VBX.AX,VBX,VBX LIMITED,Materials,False
VR1.AX,VR1,VECTION TECHNOLOGIES LTD,Software & Services,False
VBS.AX,VBS,VECTUS BIOSYSTEMS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",False
VEE.AX,VEE,VEEM LTD,Capital Goods,False
VMS.AX,VMS,VENARI MINERALS NL,Materials,False
VNT.AX,VNT,VENTIA SERVICES GROUP LIMITED,Capital Goods,False
VMC.AX,VMC,VENUS METALS CORPORATION LIMITED,Materials,False
VBC.AX,VBC,VERBREC LIMITED,Capital Goods,False
VRS.AX,VRS,VERIS LIMITED,Commercial & Professional Services,False
VRL.AX,VRL,VERITY RESOURCES LIMITED,Materials,False
VTX.AX,VTX,VERTEX MINERALS LIMITED,Materials,False
VHM.AX,VHM,VHM LIMITED,Materials,False
VIG.AX,VIG,VICTOR GROUP HOLDINGS LIMITED,Software & Services,False
VTM.AX,VTM,VICTORY METALS LIMITED,Materials,False
VKA.AX,VKA,VIKING MINES LIMITED,Materials,False
VEN.AX,VEN,VINTAGE ENERGY LTD,Energy,False
VNL.AX,VNL,VINYL GROUP LTD,Software & Services,False
VGN.AX,VGN,VIRGIN AUSTRALIA HOLDINGS LIMITED.,Transportation,False
VMM.AX,VMM,VIRIDIS MINING AND MINERALS LIMITED,Materials,False
VFX.AX,VFX,VISIONFLEX GROUP LIMITED,Health Care Equipment & Services,False
VGL.AX,VGL,VISTA GROUP INTERNATIONAL LIMITED.,Software & Services,False
VLS.AX,VLS,VITA LIFE SCIENCES LIMITED..,"Pharmaceuticals, Biotechnology & Life Sciences",False
VTA.AX,VTA,VITA RESOURCES NL,Materials,False
VML.AX,VML,VITAL METALS LIMITED,Materials,False
VHL.AX,VHL,VITASORA HEALTH LIMITED,Health Care Equipment & Services,False
VFY.AX,VFY,VITRAFY LIFE SCIENCES LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",False
VIT.AX,VIT,VITURA HEALTH LIMITED,Health Care Equipment & Services,False
VEA.AX,VEA,VIVA ENERGY GROUP LIMITED,Energy,False
VVA.AX,VVA,VIVA LEISURE LIMITED,Consumer Services,False
VMT.AX,VMT,VMOTO LIMITED,Automobiles & Components,False
VPR.AX,VPR,VOLT GROUP LIMITED,Utilities,False
VRC.AX,VRC,VOLT RESOURCES LIMITED,Materials,False
VSR.AX,VSR,VOLTAIC STRATEGIC RESOURCES LTD,Energy,False
VRX.AX,VRX,VRX SILICA LIMITED,Materials,False
VUL.AX,VUL,VULCAN ENERGY RESOURCES LIMITED,Materials,False
VSL.AX,VSL,VULCAN STEEL LIMITED,Materials,False
VYS.AX,VYS,VYSARN LIMITED,Materials,False
WAK.AX,WAK,WA KAOLIN LIMITED,Materials,False
WA1.AX,WA1,WA1 RESOURCES LTD,Materials,False
WGN.AX,WGN,WAGNERS HOLDING COMPANY LIMITED,Materials,False
WTM.AX,WTM,WARATAH MINERALS LIMITED,Materials,False
SOL.AX,SOL,WASHINGTON H. SOUL PATTINSON AND COMPANY LIMITED,Financial Services,False
WAT.AX,WAT,WATERCO LIMITED,Consumer Durables & Apparel,False
W2V.AX,W2V,WAY 2 VAT LTD.,Software & Services,False
WEB.AX,WEB,WEB TRAVEL GROUP LIMITED,Consumer Services,False
WJL.AX,WJL,WEBJET GROUP LIMITED,Consumer Services,False
WBT.AX,WBT,WEEBIT NANO LTD,Semiconductors & Semiconductor Equipment,False
WNX.AX,WNX,WELLNEX LIFE LIMITED,"Food, Beverage & Tobacco",False
WES.AX,WES,WESFARMERS LIMITED,Consumer Discretionary Distribution & Retail,False
WAF.AX,WAF,WEST AFRICAN RESOURCES LIMITED,Materials,False
WCE.AX,WCE,WEST COAST SILVER LIMITED,Materials,False
WC1.AX,WC1,WEST COBAR METALS LIMITED,Materials,False
WWI.AX,WWI,WEST WITS MINING LIMITED,Materials,False
WSR.AX,WSR,WESTAR RESOURCES LIMITED,Materials,False
WGR.AX,WGR,WESTERN GOLD RESOURCES LIMITED.,Materials,False
WMG.AX,WMG,WESTERN MINES GROUP LTD,Materials,False
WYX.AX,WYX,WESTERN YILGARN NL,Materials,False
WGX.AX,WGX,WESTGOLD RESOURCES LIMITED.,Materials,False
WBC.AX,WBC,WESTPAC BANKING CORPORATION,Banks,False
WSI.AX,WSI,WESTSTAR INDUSTRIAL LIMITED,Materials,False
WCN.AX,WCN,WHITE CLIFF MINERALS LIMITED,Materials,False
WEC.AX,WEC,WHITE ENERGY COMPANY LIMITED,Energy,False
WHC.AX,WHC,WHITEHAVEN COAL LIMITED,Energy,False
WHK.AX,WHK,WHITEHAWK LIMITED,Software & Services,False
WIA.AX,WIA,WIA GOLD LIMITED,Materials,False
WOA.AX,WOA,WIDE OPEN AGRICULTURE LTD,"Food, Beverage & Tobacco",False
WC8.AX,WC8,WILDCAT RESOURCES LIMITED,Materials,False
WIN.AX,WIN,WIN METALS LTD,Materials,False
WEL.AX,WEL,WINCHESTER ENERGY LTD,Energy,False
WNR.AX,WNR,WINGARA AG LTD,"Food, Beverage & Tobacco",False
WR1.AX,WR1,WINSOME RESOURCES LIMITED,Materials,False
WTN.AX,WTN,WINTON LAND LIMITED,Real Estate Management & Development,False
WTC.AX,WTC,WISETECH GLOBAL LIMITED,Software & Services,False
WWG.AX,WWG,WISEWAY GROUP LIMITED,Transportation,False
WZR.AX,WZR,WISR LIMITED,Financial Services,False
WDS.AX,WDS,WOODSIDE ENERGY GROUP LTD,Energy,False
WOW.AX,WOW,WOOLWORTHS GROUP LIMITED,Consumer Staples Distribution & Retail,False
WOR.AX,WOR,WORLEY LIMITED,Capital Goods,False
WOT.AX,WOT,WOTSO,Real Estate Management & Development,False
WRK.AX,WRK,WRKR LTD,Software & Services,False
WTL.AX,WTL,WT FINANCIAL GROUP LIMITED,Financial Services,False
X2M.AX,X2M,X2M CONNECT LIMITED,Technology Hardware & Equipment,False
XGL.AX,XGL,XAMBLE GROUP LIMITED,Media & Entertainment,False
XRA.AX,XRA,XENORA MINERALS LTD,Materials,False
XRO.AX,XRO,XERO LIMITED,Software & Services,False
XPD.AX,XPD,XPEDRA RESOURCES LIMITED,Materials,False
XPN.AX,XPN,XPON TECHNOLOGIES GROUP LIMITED,Software & Services,False
XRG.AX,XRG,XREALITY GROUP LTD,Consumer Services,False
XF1.AX,XF1,XREF LIMITED,Software & Services,False
XRF.AX,XRF,XRF SCIENTIFIC LIMITED,Capital Goods,False
XST.AX,XST,XSTATE RESOURCES LIMITED,Energy,False
YAL.AX,YAL,YANCOAL AUSTRALIA LIMITED,Energy,False
YRL.AX,YRL,YANDAL RESOURCES LIMITED,Materials,False
YAR.AX,YAR,YARI MINERALS LIMITED,Materials,False
YOJ.AX,YOJ,YOJEE LIMITED,Software & Services,False
YOW.AX,YOW,YOWIE GROUP LTD,"Food, Beverage & Tobacco",False
YUG.AX,YUG,YUGO METALS LIMITED,Materials,False
ZLD.AX,ZLD,ZELIRA THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",False
ZNC.AX,ZNC,ZENITH MINERALS LIMITED,Materials,False
ZEO.AX,ZEO,ZEOTECH LIMITED,Materials,False
ZEU.AX,ZEU,ZEUS RESOURCES LIMITED,Energy,False
ZGL.AX,ZGL,ZICOM GROUP LIMITED,Capital Goods,False
ZMM.AX,ZMM,ZIMI LIMITED,Technology Hardware & Equipment,False
ZIM.AX,ZIM,ZIMPLATS HOLDINGS LIMITED,Materials,False
ZMI.AX,ZMI,ZINC OF IRELAND NL,Materials,False
ZIP.AX,ZIP,ZIP CO LIMITED..,Financial Services,False
ZNO.AX,ZNO,ZOONO GROUP LIMITED,Materials,False
ZAG.AX,ZAG,ZULEIKA GOLD LIMITED,Materials,False
